iter	Passed	Remaining
585	3392	2975
586	3398	2969
587	3403	2963
588	3409	2958
589	3415	2952
590	3420	2946
591	3426	2940
592	3432	2934
593	3438	2928
594	3443	2922
595	3449	2917
596	3454	2910
597	3460	2905
598	3466	2899
599	3472	2893
600	3477	2887
601	3482	2881
602	3488	2875
603	3493	2868
604	3499	2863
605	3505	2857
606	3511	2851
607	3516	2845
608	3522	2840
609	3528	2834
610	3533	2828
611	3539	2822
612	3545	2816
613	3551	2810
614	3557	2805
615	3562	2799
616	3567	2793
617	3573	2787
618	3579	2781
619	3585	2775
620	3590	2769
621	3596	2763
622	3601	2757
623	3607	2752
624	3613	2746
625	3619	2740
626	3624	2734
627	3630	2728
628	3636	2722
629	3642	2717
630	3647	2710
631	3653	2705
632	3659	2699
633	3664	2693
634	3670	2687
635	3675	2681
636	3681	2675
637	3687	2670
638	3692	2664
639	3698	2658
640	3704	2652
641	3710	2646
642	3715	2640
643	3721	2635
644	3727	2629
645	3733	2623
646	3740	2618
647	3745	2612
648	3751	2607
649	3757	2601
650	3763	2596
651	3769	2590
652	3776	2584
653	3781	2579
654	3788	2573
655	3793	2567
656	3799	2561
657	3805	2555
658	3811	2550
659	3817	2545
660	3824	2539
661	3829	2534
662	3835	2528
663	3841	2522
664	3847	2516
665	3853	2510
666	3858	2504
667	3864	2498
668	3869	2493
669	3875	2487
670	3880	2481
671	3886	2475
672	3892	2469
673	3898	2463
674	3903	2457
675	3909	2451
676	3914	2446
677	3920	2440
678	3925	2434
679	3931	2428
680	3937	2422
681	3942	2416
682	3948	2410
683	3954	2404
684	3960	2399
685	3966	2393
686	3971	2387
687	3977	2381
688	3983	2376
689	3989	2370
690	3994	2364
691	4000	2358
692	4005	2352
693	4011	2346
694	4017	2341
695	4023	2335
696	4028	2329
697	4034	2323
698	4039	2317
699	4045	2311
700	4050	2305
701	4056	2299
702	4062	2294
703	4067	2288
704	4073	2282
705	4078	2276
706	4084	2270
707	4090	2264
708	4096	2259
709	4101	2253
710	4107	2247
711	4113	2241
712	4118	2235
713	4124	2229
714	4130	2223
715	4136	2218
716	4141	2212
717	4147	2206
718	4153	2200
719	4159	2195
720	4164	2189
721	4170	2183
722	4175	2177
723	4181	2171
724	4187	2165
725	4193	2160
726	4198	2154
727	4204	2148
728	4209	2142
729	4215	2136
730	4221	2130
731	4227	2125
732	4232	2119
733	4238	2113
734	4243	2107
735	4249	2101
736	4255	2096
737	4261	2090
738	4267	2084
739	4272	2078
740	4278	2072
741	4284	2066
742	4289	2061
743	4294	2055
744	4300	2049
745	4306	2043
746	4311	2037
747	4317	2031
748	4322	2025
749	4327	2019
750	4333	2013
751	4339	2008
752	4344	2002
753	4350	1996
754	4356	1990
755	4361	1984
756	4367	1978
757	4372	1972
758	4378	1967
759	4384	1961
760	4389	1955
761	4394	1949
762	4400	1943
763	4405	1937
764	4411	1931
765	4416	1925
766	4422	1920
767	4428	1914
768	4433	1908
769	4440	1902
770	4445	1897
771	4451	1891
772	4457	1885
773	4463	1879
774	4469	1874
775	4474	1868
776	4480	1862
777	4486	1856
778	4492	1851
779	4497	1845
780	4503	1839
781	4509	1833
782	4514	1827
783	4520	1822
784	4526	1816
785	4532	1810
786	4538	1804
787	4544	1799
788	4549	1793
789	4555	1787
790	4561	1781
791	4567	1776
792	4573	1770
793	4578	1764
794	4584	1758
795	4590	1752
796	4595	1747
797	4601	1741
798	4606	1735
799	4612	1729
800	4618	1723
801	4623	1718
802	4629	1712
803	4635	1706
804	4641	1700
805	4646	1694
806	4652	1689
807	4658	1683
808	4664	1677
809	4669	1671
810	4675	1666
811	4681	1660
812	4686	1654
813	4692	1648
814	4698	1643
815	4704	1637
816	4710	1631
817	4715	1625
818	4721	1619
819	4728	1614
820	4734	1608
821	4740	1603
822	4746	1597
823	4752	1591
824	4758	1586
825	4765	1580
826	4771	1575
827	4777	1569
828	4784	1563
829	4790	1558
830	4795	1552
831	4802	1546
832	4807	1541
833	4814	1535
834	4819	1529
835	4825	1523
836	4831	1518
837	4837	1512
838	4842	1506
839	4848	1500
840	4853	1494
841	4858	1488
842	4864	1483
843	4870	1477
844	4876	1471
845	4882	1465
846	4887	1459
847	4893	1454
848	4898	1448
849	4904	1442
850	4910	1436
851	4916	1430
852	4921	1425
853	4927	1419
854	4933	1413
855	4939	1407
856	4944	1402
857	4950	1396
858	4956	1390
859	4961	1384
860	4967	1378
861	4972	1373
862	4978	1367
863	4984	1361
864	4990	1355
865	4996	1350
866	5001	1344
867	5007	1338
868	5012	1332
869	5018	1326
870	5024	1321
871	5030	1315
872	5035	1309
873	5041	1303
874	5047	1297
875	5052	1292
876	5058	1286
877	5064	1280
878	5069	1274
879	5075	1268
880	5081	1263
881	5087	1257
882	5093	1251
883	5098	1245
884	5104	1240
885	5110	1234
886	5115	1228
887	5121	1222
888	5127	1216
889	5132	1211
890	5138	1205
891	5144	1199
892	5149	1193
893	5156	1188
894	5161	1182
895	5167	1176
896	5173	1170
897	5178	1164
898	5184	1159
899	5190	1153
900	5196	1147
901	5202	1142
902	5208	1136
903	5214	1130
904	5219	1124
905	5225	1118
906	5231	1113
907	5237	1107
908	5242	1101
909	5248	1095
910	5254	1090
911	5260	1084
912	5266	1078
913	5272	1072
914	5278	1067
915	5283	1061
916	5289	1055
917	5294	1049
918	5300	1043
919	5305	1038
920	5311	1032
921	5317	1026
922	5323	1020
923	5329	1015
924	5335	1009
925	5341	1003
926	5346	997
927	5352	992
928	5358	986
929	5363	980
930	5369	974
931	5375	968
932	5381	963
933	5386	957
934	5392	951
935	5397	945
936	5403	939
937	5408	934
938	5414	928
939	5419	922
940	5425	916
941	5431	910
942	5437	905
943	5443	899
944	5449	893
945	5455	888
946	5461	882
947	5467	876
948	5472	870
949	5479	865
950	5484	859
951	5490	853
952	5496	847
953	5502	842
954	5509	836
955	5515	830
956	5521	825
957	5527	819
958	5533	813
959	5539	807
960	5545	802
961	5551	796
962	5556	790
963	5562	784
964	5568	779
965	5574	773
966	5579	767
967	5585	761
968	5591	755
969	5596	750
970	5601	744
971	5607	738
972	5612	732
973	5618	726
974	5623	721
975	5629	715
976	5635	709
977	5640	703
978	5646	697
979	5652	692
980	5658	686
981	5664	680
982	5669	674
983	5675	669
984	5680	663
985	5686	657
986	5692	651
987	5697	645
988	5703	640
989	5709	634
990	5715	628
991	5720	622
992	5726	617
993	5731	611
994	5737	605
995	5743	599
996	5748	593
997	5754	588
998	5759	582
999	5764	576
1000	5770	570
1001	5776	564
1002	5781	559
1003	5787	553
1004	5793	547
1005	5804	542
1006	5815	537
1007	5827	531
1008	5837	526
1009	5845	520
1010	5852	515
1011	5857	509
1012	5863	503
1013	5869	497
1014	5874	491
1015	5880	486
1016	5886	480
1017	5892	474
1018	5898	468
1019	5904	463
1020	5910	457
1021	5915	451
1022	5922	445
1023	5927	439
1024	5934	434
1025	5940	428
1026	5946	422
1027	5952	416
1028	5957	411
1029	5963	405
1030	5969	399
1031	5974	393
1032	5980	387
1033	5986	382
1034	5992	376
1035	5998	370
1036	6004	364
1037	6009	358
1038	6014	353
1039	6020	347
1040	6026	341
1041	6032	335
1042	6038	330
1043	6044	324
1044	6049	318
1045	6055	312
1046	6061	306
1047	6067	301
1048	6072	295
1049	6079	289
1050	6084	283
1051	6090	277
1052	6095	272
1053	6101	266
1054	6107	260
1055	6112	254
1056	6118	248
1057	6124	243
1058	6129	237
1059	6135	231
1060	6141	225
1061	6147	219
1062	6153	214
1063	6159	208
1064	6164	202
1065	6170	196
1066	6176	191
1067	6181	185
1068	6187	179
1069	6194	173
1070	6201	167
1071	6208	162
1072	6216	156
1073	6223	150
1074	6229	144
1075	6237	139
1076	6244	133
1077	6250	127
1078	6257	121
1079	6263	115
1080	6269	110
1081	6275	104
1082	6281	98
1083	6287	92
1084	6293	87
1085	6299	81
1086	6305	75
1087	6311	69
1088	6316	63
1089	6322	58
1090	6328	52
1091	6334	46
1092	6340	40
1093	6346	34
1094	6352	29
1095	6358	23
1096	6364	17
1097	6370	11
1098	6376	5
1099	6382	0
