iter	MultiClass
245	0.2512312433
246	0.2507955165
247	0.2503587511
248	0.2496330964
249	0.2493675441
250	0.2490627723
251	0.2484381672
252	0.248073698
253	0.2476146021
254	0.2471630319
255	0.2463714339
256	0.2459805506
257	0.245715987
258	0.245487185
259	0.2450775064
260	0.2447550787
261	0.2444689522
262	0.2438474802
263	0.2434166397
264	0.243021005
265	0.2427071728
266	0.2423941063
267	0.2420270392
268	0.2416849061
269	0.2411182166
270	0.2408098763
271	0.2403911983
272	0.2399720693
273	0.2396115175
274	0.2391357973
275	0.2388834382
276	0.2384515618
277	0.2380464677
278	0.2377564247
279	0.2374144361
280	0.236965761
281	0.2366539325
282	0.2361325855
283	0.2359813263
284	0.2356434882
285	0.2352658939
286	0.2348143334
287	0.2342956975
288	0.2340137153
289	0.2336069032
290	0.2330708629
291	0.2327698912
292	0.2323126328
293	0.2319601898
294	0.2315330014
295	0.231175704
296	0.2309003346
297	0.2305724714
298	0.2301859501
299	0.2298610689
300	0.2294765352
301	0.2291071158
302	0.2287599913
303	0.2284314662
304	0.2281649007
305	0.227890203
306	0.2275180648
307	0.2271672514
308	0.2265065996
309	0.2259826189
310	0.2256423257
311	0.2253761523
312	0.2249382728
313	0.2246836681
314	0.2241007312
315	0.2238587497
316	0.2233309507
317	0.2227206938
318	0.2222560085
319	0.2218744041
320	0.2216283688
321	0.2210741513
322	0.2205998222
323	0.2200484165
324	0.2197653684
325	0.2192841237
326	0.218947752
327	0.2186054392
328	0.2182199174
329	0.2177911658
330	0.2173735941
331	0.2170930601
332	0.2167187146
333	0.2164431
334	0.2162530755
335	0.2160005172
336	0.2155115712
337	0.2152617628
338	0.2149713471
339	0.2147954051
340	0.2144963791
341	0.2141520593
342	0.2137715437
343	0.2133443383
344	0.2129720904
345	0.2127428152
346	0.2122906535
347	0.2118600065
348	0.2117298311
349	0.2115675729
350	0.2111392812
351	0.2106969265
352	0.2101987131
353	0.2096707802
354	0.2094421104
355	0.2091419733
356	0.2088670416
357	0.2085169682
358	0.2082240315
359	0.2080216995
360	0.2078198097
361	0.2076069172
362	0.2074307568
363	0.2070567606
364	0.2065750708
365	0.2063870606
366	0.2060778024
367	0.2058592261
368	0.2056955437
369	0.2055343761
370	0.2053020463
371	0.2050748459
372	0.2045481227
373	0.2041746201
374	0.2038969062
375	0.2036812615
376	0.2033554008
377	0.2030413911
378	0.2027937834
379	0.2023618846
380	0.2021045131
381	0.2019145482
382	0.2016845727
383	0.2013706375
384	0.2010830503
385	0.2009372791
386	0.2006355845
387	0.2004127562
388	0.2000568144
389	0.1996830701
390	0.199380464
391	0.1990428171
392	0.1988557736
393	0.1986385985
394	0.1983667111
395	0.198266682
396	0.1979604527
397	0.1977140021
398	0.1974583198
399	0.1971749666
400	0.1968341048
401	0.1965475519
402	0.1964043847
403	0.1962261323
404	0.195921932
405	0.1957815114
406	0.1956495169
407	0.1953889462
408	0.1951296193
409	0.1947603769
410	0.1945727578
411	0.1942255124
412	0.193840252
413	0.19361489
414	0.1933237581
415	0.1931763855
416	0.1929592976
417	0.1926730081
418	0.1922915766
419	0.1921464338
420	0.1919455855
421	0.19182538
422	0.1915826593
423	0.1914353646
424	0.1911446157
425	0.1910300561
426	0.1908999235
427	0.1905408068
428	0.1903629423
429	0.1900985587
430	0.1897395743
431	0.1896258734
432	0.1895094611
433	0.1892806677
434	0.1889504347
435	0.1887555038
436	0.1885410867
437	0.1882459154
438	0.1880849422
439	0.1878029233
440	0.1874843874
441	0.187219379
442	0.1869578267
443	0.1868001207
444	0.1865591675
445	0.1863725371
446	0.1861163261
447	0.185913698
448	0.1855850463
449	0.1854093583
450	0.1851797681
451	0.1849536669
452	0.1848551531
453	0.1846396663
454	0.1845281654
455	0.1842650912
456	0.1841514801
457	0.1839889316
458	0.1838673104
459	0.1837314807
460	0.1834157584
461	0.1832129928
462	0.1831099734
463	0.1829965264
464	0.1827478364
465	0.1824847783
466	0.1822788328
467	0.1818808547
468	0.1816929628
469	0.1815428778
470	0.1812732976
471	0.181005057
472	0.1808425904
473	0.1806117888
474	0.1804626439
475	0.1803604401
476	0.1802180782
477	0.1799928753
478	0.1797193613
479	0.1794961377
480	0.179361336
481	0.1792064026
482	0.1791086964
483	0.1789277604
484	0.1788178203
485	0.1787672826
486	0.1786104422
487	0.1783571132
488	0.1781385438
489	0.1779674203
490	0.1777889463
491	0.1775503805
492	0.1772948535
493	0.1771249789
494	0.1770151001
495	0.1768567956
496	0.1766755001
497	0.1764074348
498	0.1762579003
499	0.1759027541
500	0.1755297145
501	0.1754188777
502	0.1751863943
503	0.1750657563
504	0.1748930268
505	0.174574237
506	0.1744540173
507	0.1743119077
508	0.1740829593
509	0.1738116483
510	0.1736425477
511	0.1734189192
512	0.1731741007
513	0.1730746864
514	0.1729522556
515	0.1727325145
516	0.1724509736
517	0.1722426413
518	0.1721285496
519	0.1718048667
520	0.1716545146
521	0.1713183045
522	0.1710938278
523	0.1708312418
524	0.1706952616
525	0.1703591912
526	0.1701825584
527	0.1699587267
528	0.1697080097
529	0.169591532
530	0.1694365266
531	0.169194053
532	0.1690469113
533	0.1689441664
534	0.168795862
535	0.1686303344
536	0.1684920405
537	0.1682923678
538	0.1680894657
539	0.1678850086
540	0.1678025153
541	0.167571557
542	0.167402345
543	0.1672085281
544	0.1671016496
545	0.1668658687
546	0.1667938885
547	0.1667061984
548	0.1665375411
549	0.1663734031
550	0.1662016561
551	0.1660337781
552	0.1659145524
553	0.1657962699
554	0.165654099
555	0.1655671919
556	0.1654103686
557	0.1652160434
558	0.1650297511
559	0.1648380528
560	0.1645687153
561	0.1644629675
562	0.1642362675
563	0.1640222446
564	0.1639323321
565	0.1637108711
566	0.163528916
567	0.1632902586
568	0.1630625408
569	0.1629904766
570	0.1629287219
571	0.1627924844
572	0.1626430983
573	0.1623438973
574	0.162133343
575	0.161976826
576	0.1619087272
577	0.1617899397
578	0.1616674221
579	0.1615358238
580	0.1612886247
581	0.1612002218
582	0.1610642592
583	0.1608825098
584	0.1607521157
585	0.1606061064
586	0.1602991374
587	0.1601416034
588	0.1599435936
589	0.1598070507
590	0.1597168252
591	0.1596159313
592	0.1594776893
593	0.1593727301
594	0.1591738583
595	0.1589955082
596	0.1588633274
597	0.158704519
598	0.158567696
599	0.1583332997
600	0.1582772976
601	0.15813938
602	0.1579860914
603	0.1579057047
604	0.1576563241
605	0.1574490482
606	0.1572513902
607	0.1570819482
608	0.1569091765
609	0.156778655
610	0.15657132
611	0.1564328236
612	0.1562427703
613	0.1561571816
614	0.1559631745
615	0.155802093
616	0.1556689188
617	0.1555510001
618	0.1554258238
619	0.1552851471
620	0.1551903028
621	0.1550055236
622	0.1548184335
623	0.1545963312
624	0.1545103061
625	0.1544007593
626	0.1543005899
627	0.1541858651
628	0.1540751068
629	0.1538878609
630	0.1537091761
631	0.1535284129
632	0.1533537807
633	0.1532855255
634	0.1531372977
635	0.1530551307
636	0.1528761053
637	0.1527920348
638	0.1526696259
639	0.1526136845
640	0.1524272153
641	0.1521904927
642	0.1519844037
643	0.1516956551
644	0.1514639264
645	0.1512294394
646	0.1511222659
647	0.1510573345
648	0.15093655
649	0.1508090844
650	0.1507151844
651	0.1505690972
652	0.1503635253
653	0.1502177104
654	0.1501436629
655	0.1500584091
656	0.1499565421
657	0.1498619299
658	0.1497044133
659	0.1496443023
660	0.1494424545
661	0.1493724117
662	0.1492281697
663	0.1490860101
664	0.1489810142
665	0.148893518
666	0.1487561555
667	0.1485808714
668	0.1483820237
669	0.1481883067
670	0.1481055799
671	0.1479058593
672	0.147823659
673	0.1476921358
674	0.1475513218
675	0.1474730086
676	0.1473516443
677	0.1471880765
678	0.1470337242
679	0.1469745264
680	0.1469051689
681	0.1467015315
682	0.1465296376
683	0.1464321039
684	0.1463542864
685	0.1461980686
686	0.1460070486
687	0.1459315723
688	0.1458364619
689	0.1457405244
690	0.1456525535
691	0.1455814414
692	0.1454510433
693	0.145174665
694	0.1450033025
695	0.1448801805
696	0.1446089283
697	0.144508434
698	0.1442592476
699	0.1441367235
700	0.1440246611
701	0.1438130636
702	0.143625817
703	0.1433683404
704	0.1431996847
705	0.1430852843
706	0.1429408203
707	0.1427189256
708	0.1426342614
709	0.14260709
710	0.1424907313
711	0.1423946125
712	0.142315049
713	0.1421856624
714	0.1420019041
715	0.1418645594
716	0.1417272906
717	0.1416160385
718	0.1415540377
719	0.141494532
720	0.1413299558
721	0.1412954511
722	0.1412392567
723	0.141151165
724	0.1410612418
725	0.1408054315
726	0.1407221519
727	0.140502122
728	0.1403558186
729	0.1402578359
730	0.1402195852
731	0.1401418113
732	0.1400911573
733	0.140014843
734	0.139951126
735	0.1397148543
736	0.1396707416
737	0.1395497471
738	0.1394499722
739	0.1392248842
740	0.1390680534
741	0.1388989669
742	0.1387802696
743	0.1386025539
744	0.1385429114
745	0.138456094
746	0.1383573794
747	0.1382269581
748	0.138140387
749	0.1380573816
750	0.1380018457
751	0.1378611093
752	0.1377064042
753	0.1376325366
754	0.1375610415
755	0.137507342
756	0.137429791
757	0.137362595
758	0.1372817871
759	0.1371645443
760	0.1370925105
761	0.1369989233
762	0.1369010867
763	0.1367903115
764	0.1366660541
765	0.1365707591
766	0.1365137232
767	0.1363854081
768	0.1362521338
769	0.1360537285
770	0.1359853768
771	0.1359194398
772	0.135841148
773	0.135771936
774	0.1356152328
775	0.1354133908
776	0.135279598
777	0.1351883736
778	0.1351154672
779	0.1350720666
780	0.1350213928
781	0.1349156339
782	0.1348523268
783	0.1347862255
784	0.1347164115
785	0.1345650128
786	0.1345000006
787	0.1344225976
788	0.134315011
789	0.1342522733
790	0.1341268023
791	0.1340657676
792	0.1339846609
793	0.1338589901
794	0.133756562
795	0.133633528
796	0.13353123
797	0.1333340837
798	0.1332851155
799	0.1331896831
800	0.1330780026
801	0.133010873
802	0.1327457351
803	0.1326342063
804	0.1325619727
805	0.1323455803
806	0.1322511323
807	0.1321160563
808	0.1319483503
809	0.1318799967
810	0.1318353861
811	0.1317402379
812	0.1316414996
813	0.1314820864
814	0.1314339163
815	0.1313703082
816	0.1312673204
817	0.1311293403
818	0.1310013528
819	0.1308404253
820	0.1307680298
821	0.1307210537
822	0.1305746588
823	0.1303028968
824	0.1301675017
825	0.1299950699
826	0.1299170437
827	0.1298505188
828	0.1297587329
829	0.1297036039
830	0.1296237161
831	0.1295480824
832	0.1293869322
833	0.1293333738
834	0.129221968
835	0.1290984675
836	0.1290201661
837	0.1288192351
838	0.1287683487
839	0.1286887951
840	0.1286289868
841	0.128536773
842	0.1284862938
843	0.1283735533
844	0.1282515897
845	0.1281801843
846	0.1280627686
847	0.128004968
848	0.12794051
849	0.1279089001
850	0.1278853418
851	0.1276694291
852	0.1276267102
853	0.1275701283
854	0.1275149933
855	0.1274551699
856	0.1273406048
857	0.1272861425
858	0.1271755064
859	0.1271025751
860	0.1269989433
861	0.1269496714
862	0.1268992974
863	0.1268223232
864	0.126752024
865	0.1266758293
866	0.1265347839
867	0.1264436836
868	0.1263799581
869	0.1262475268
870	0.1261281169
871	0.1260413139
872	0.1259549683
873	0.1258291643
874	0.1257532206
875	0.1256157429
876	0.1254440916
877	0.125332934
878	0.1250728088
879	0.1249383907
880	0.1248915949
881	0.1248430283
882	0.1247531288
883	0.1246936723
884	0.1246207511
885	0.1244906513
886	0.1243834025
887	0.1242428734
888	0.1240937265
889	0.1238861587
890	0.1237610854
891	0.1236764107
892	0.1236188674
893	0.1235256335
894	0.1234316381
895	0.123317428
896	0.1231707389
897	0.1231506849
898	0.1230560611
899	0.1229559406
900	0.1229035113
901	0.1228588207
902	0.1227581755
903	0.1225679509
904	0.1224898437
905	0.122370852
906	0.1223051627
907	0.1222157522
908	0.1221490922
909	0.1220748791
910	0.1218795209
911	0.1216852414
912	0.1216257025
913	0.1215694514
914	0.1213977278
915	0.1212846573
916	0.1211579153
917	0.1210778251
918	0.1210163817
919	0.120822381
920	0.120786848
921	0.1206698657
922	0.1206093747
923	0.1205770492
924	0.1205276842
925	0.1203931673
926	0.1203133078
927	0.1202195205
928	0.1201017054
929	0.1200275066
930	0.1199587965
931	0.1198976411
932	0.1198040738
933	0.119760882
934	0.1196792317
935	0.1196235493
936	0.1195715993
937	0.1194862708
938	0.1194405514
939	0.119401474
940	0.1193474105
941	0.1192481694
942	0.1191158
943	0.1190243457
944	0.118868502
945	0.1188128548
946	0.1186970454
947	0.1186350238
948	0.1185558492
949	0.1185196372
950	0.118429311
951	0.1183702109
952	0.1182803188
953	0.1181785781
954	0.1179992421
955	0.1178823523
956	0.1177210528
957	0.1175997839
958	0.1175671945
959	0.117506734
960	0.11742099
961	0.1173916581
962	0.1173645289
963	0.1172909514
964	0.1172410643
965	0.1171526254
966	0.117124615
967	0.1170090145
968	0.1169279184
969	0.1168362934
970	0.1167831951
971	0.1167053855
972	0.1166217442
973	0.1164620328
974	0.1163243262
975	0.1162449047
976	0.1161688335
977	0.1161261754
978	0.1160123503
979	0.1159062332
980	0.1158059231
981	0.1157369285
982	0.1156616416
983	0.1156042356
984	0.1155262533
985	0.1154551368
986	0.1153417911
987	0.1152940529
988	0.1150925998
989	0.1150166473
990	0.1149252351
991	0.114844595
992	0.1147869178
993	0.1147188147
994	0.1146813382
995	0.1146113539
996	0.1145626263
997	0.114342009
998	0.1142771542
999	0.1141338657
