iter	Passed	Remaining
400	12087	2984
401	12115	2953
402	12141	2922
403	12166	2890
404	12189	2859
405	12218	2828
406	12245	2798
407	12268	2766
408	12297	2736
409	12323	2705
410	12351	2674
411	12378	2644
412	12405	2613
413	12432	2582
414	12459	2551
415	12484	2520
416	12513	2490
417	12539	2459
418	12565	2429
419	12592	2398
420	12618	2367
421	12644	2337
422	12670	2306
423	12695	2275
424	12725	2245
425	12751	2215
426	12776	2184
427	12805	2154
428	12834	2124
429	12861	2093
430	12889	2063
431	12914	2032
432	12942	2002
433	12968	1972
434	12995	1941
435	13021	1911
436	13047	1881
437	13072	1850
438	13101	1820
439	13129	1790
440	13154	1759
441	13179	1729
442	13206	1699
443	13229	1668
444	13257	1638
445	13281	1608
446	13311	1578
447	13337	1548
448	13364	1518
449	13391	1487
450	13417	1457
451	13444	1427
452	13470	1397
453	13495	1367
454	13522	1337
455	13547	1307
456	13574	1277
457	13600	1247
458	13628	1217
459	13654	1187
460	13677	1157
461	13708	1127
462	13735	1097
463	13763	1067
464	13790	1038
465	13818	1008
466	13844	978
467	13878	948
468	13923	920
469	13966	891
470	13999	861
471	14030	832
472	14072	803
473	14111	774
474	14141	744
475	14167	714
476	14193	684
477	14222	654
478	14250	624
479	14276	594
480	14302	564
481	14330	535
482	14357	505
483	14382	475
484	14406	445
485	14435	415
486	14462	386
487	14489	356
488	14516	326
489	14542	296
490	14568	267
491	14599	237
492	14633	207
493	14670	178
494	14706	148
495	14744	118
496	14780	89
497	14812	59
498	14840	29
499	14867	0
