iter	MultiClass
396	0.2350639
397	0.2344863802
398	0.2340822986
399	0.233644504
400	0.2332090263
401	0.2327481301
402	0.2323250731
403	0.231961666
404	0.2315410678
405	0.2312321654
406	0.2307331568
407	0.2302664761
408	0.2298037725
409	0.2294015106
410	0.2289070263
411	0.2285631575
412	0.2280892082
413	0.2277760352
414	0.2274919231
415	0.2272013523
416	0.2266946858
417	0.2264137506
418	0.2260565701
419	0.2254785741
420	0.2251829541
421	0.2248949341
422	0.2247261318
423	0.2245538376
424	0.2241664458
425	0.2238691311
426	0.2234301426
427	0.2229973865
428	0.2226324344
429	0.2223306722
430	0.2218673935
431	0.2214994157
432	0.2211973175
433	0.2208627738
434	0.2205954149
435	0.2202245457
436	0.2199256671
437	0.2196443797
438	0.2192172742
439	0.2187166984
440	0.2183475495
441	0.2180991378
442	0.217922591
443	0.2175924191
444	0.2172300887
445	0.2170831534
446	0.2166995878
447	0.2164471558
448	0.216053212
449	0.2158233321
450	0.215523205
451	0.2150684778
452	0.2146336801
453	0.2142291315
454	0.2140174773
455	0.2137367264
456	0.2133932814
457	0.2130847558
458	0.2126627462
459	0.2123417425
460	0.2119788182
461	0.2117319549
462	0.2115120059
463	0.2111195851
464	0.2107133203
465	0.2104901396
466	0.2101535621
467	0.2099056643
468	0.2095699494
469	0.2092604894
470	0.2088653973
471	0.208566738
472	0.2082537012
473	0.2080010689
474	0.2077789842
475	0.2075312106
476	0.2073062717
477	0.2069512053
478	0.2064581447
479	0.206010924
480	0.205742526
481	0.2055239287
482	0.2052773942
483	0.2051404652
484	0.2048301535
485	0.2045186217
486	0.2042800902
487	0.203849079
488	0.2035547031
489	0.2030830726
490	0.2027897724
491	0.2023151937
492	0.2020929083
493	0.2019304079
494	0.2014927744
495	0.2012047061
496	0.2010545649
497	0.200641745
498	0.2003237941
499	0.1999806669
